,Biuro,Chillout,Czytelnia,Kawiarnia,Toaleta,Wejście
994,141,17,65,105,7,0
995,141,15,66,103,9,0
996,137,15,70,103,10,0
997,138,13,69,107,9,0
998,140,13,69,103,12,0
999,142,13,66,104,11,0
1000,137,14,72,105,10,0
1001,136,15,67,108,11,0
1002,140,15,71,104,7,0
1003,145,15,69,102,7,0
1004,143,15,71,105,6,0
1005,141,14,76,107,4,0
1006,146,14,71,104,4,0
1007,144,15,70,106,5,0
1008,145,14,69,101,8,0
1009,140,14,72,102,8,0
1010,137,14,72,102,10,0
1011,133,12,75,101,11,0
1012,136,12,75,100,10,0
1013,140,12,72,102,7,0
1014,142,12,73,98,7,0
1015,141,12,74,98,5,0
1016,140,12,71,100,6,0
1017,142,13,69,95,7,0
1018,144,14,69,95,6,0
1019,145,12,68,96,6,0
1020,145,11,70,95,7,0
1021,145,11,69,95,5,0
1022,146,11,66,98,5,0
1023,150,10,65,97,5,0
1024,148,10,62,96,9,0
1025,147,10,60,96,9,0
1026,148,10,60,95,7,0
1027,146,10,60,92,9,0
1028,148,9,62,89,9,0
1029,142,9,64,92,11,0
1030,145,9,60,92,11,0
1031,148,9,59,89,12,0
1032,147,9,62,90,10,0
1033,146,9,61,89,10,0
1034,147,10,61,88,7,0
1035,143,10,62,89,8,0
1036,143,10,61,87,10,0
1037,148,9,59,84,10,0
1038,144,8,61,83,13,0
1039,146,8,57,84,14,0
1040,146,8,59,83,11,0
1041,146,9,58,83,11,0
1042,146,9,56,83,12,0
1043,146,8,58,84,11,0
1044,147,5,58,84,11,0
1045,146,4,59,83,12,0
1046,144,4,56,87,13,0
1047,141,4,62,84,12,0
1048,144,4,59,87,7,0
1049,145,4,60,83,7,0
1050,143,4,59,87,7,0
1051,142,4,60,89,4,0
1052,140,4,59,88,8,0
1053,139,4,58,89,9,0
1054,139,3,57,87,13,0
1055,138,3,56,85,16,0
1056,140,3,54,84,16,0
1057,142,4,54,83,15,0
1058,140,4,57,85,13,0
1059,139,3,59,84,14,0
1060,140,4,60,85,11,0
1061,138,4,61,87,10,0
1062,140,4,61,86,10,0
1063,138,4,63,86,11,0
1064,137,5,62,87,12,0
1065,139,5,60,86,11,0
1066,137,5,60,89,9,0
1067,137,5,63,86,8,0
1068,137,5,62,88,7,0
1069,136,5,63,84,10,0
1070,137,5,58,86,10,0
1071,137,5,54,84,14,0
1072,137,5,49,83,18,0
1073,135,5,46,84,21,0
1074,135,4,46,84,22,0
1075,140,4,50,80,17,0
1076,138,4,47,84,17,0
1077,144,4,49,82,11,0
1078,141,4,47,85,11,0
1079,140,4,45,84,14,0
1080,138,4,49,81,13,0
1081,139,3,50,80,12,0
1082,137,3,53,77,11,0
1083,135,3,55,77,10,0
1084,132,3,57,75,11,0
1085,129,4,55,78,11,0
1086,127,4,58,76,11,0
1087,130,3,58,75,9,0
1088,125,3,60,76,10,0
1089,123,3,61,73,11,0
1090,121,3,62,74,10,0
1091,117,3,63,73,12,0
1092,117,3,59,74,12,0
1093,116,4,58,75,10,0
1094,114,4,61,74,9,0
1095,114,4,58,76,9,0
1096,114,5,58,74,10,0
1097,118,5,58,71,8,0
1098,117,5,56,75,6,0
1099,114,5,55,75,9,0
1100,114,5,55,74,9,0
1101,115,5,54,71,9,0
1102,115,5,55,72,7,0
1103,112,5,57,70,9,0
1104,112,5,55,71,9,0
1105,114,4,50,73,11,0
1106,111,4,51,73,12,0
1107,112,2,50,74,10,0
1108,113,2,50,75,8,0
1109,113,2,49,75,9,0
1110,112,2,51,73,7,0
1111,114,3,53,69,5,0
1112,111,3,57,67,4,0
1113,111,3,55,65,8,0
1114,108,2,52,67,12,0
1115,109,2,51,67,12,0
1116,107,2,50,65,13,0
1117,108,2,43,68,15,0
1118,104,2,49,66,14,0
1119,105,2,48,67,12,0
1120,102,2,52,68,10,0
1121,101,2,50,71,8,0
1122,100,2,51,72,7,0
1123,103,2,48,70,8,0
1124,102,2,51,67,7,0
1125,101,2,51,68,7,0
1126,101,3,49,67,8,0
1127,102,2,47,67,10,0
1128,100,2,48,68,10,0
1129,98,2,46,70,11,0
1130,96,2,44,72,10,0
1131,94,3,44,70,13,0
1132,95,4,44,71,10,0
1133,101,5,43,67,8,0
1134,97,5,48,67,5,0
1135,94,5,50,66,6,0
1136,91,6,50,64,9,0
1137,92,6,47,61,11,0
1138,94,6,48,58,10,0
1139,91,6,50,59,10,0
1140,92,6,47,60,10,0
1141,91,6,48,61,9,0
1142,92,6,51,61,5,0
1143,95,6,47,59,7,0
1144,97,6,47,56,7,0
1145,96,7,46,57,7,0
1146,94,9,45,58,7,0
1147,95,9,43,61,5,0
1148,95,10,40,61,3,0
1149,97,10,40,59,3,0
1150,94,10,42,58,4,0
1151,88,10,41,59,7,0
1152,88,10,39,60,8,0
1153,88,10,39,56,9,0
1154,86,10,40,55,8,0
1155,86,9,40,57,7,0
1156,84,10,40,57,8,0
1157,89,10,37,56,7,0
1158,88,10,37,57,6,0
1159,88,10,34,56,8,0
1160,89,10,31,56,9,0
1161,86,9,33,58,9,0
1162,87,9,33,56,10,0
1163,86,9,35,55,10,0
1164,87,8,33,57,10,0
1165,84,8,34,57,11,0
1166,82,8,35,55,11,0
1167,84,7,38,54,7,0
1168,84,7,35,57,4,0
1169,81,7,34,55,7,0
1170,83,7,30,59,5,0
1171,80,7,33,57,4,0
1172,80,7,31,59,4,0
1173,78,8,30,58,7,0
1174,82,7,26,58,7,0
1175,78,6,29,61,5,0
1176,78,7,28,61,5,0
1177,75,7,29,63,5,0
1178,77,7,28,62,5,0
1179,76,8,30,59,5,0
1180,76,9,28,62,3,0
1181,73,9,27,62,6,0
1182,71,10,25,64,5,0
1183,71,11,27,60,6,0
1184,72,11,24,60,6,0
1185,70,13,25,57,7,0
1186,71,12,23,57,8,0
1187,70,12,23,59,7,0
1188,71,12,24,53,9,0
1189,70,12,22,57,7,0
1190,67,12,23,56,8,0
1191,70,12,22,52,10,0
1192,67,11,21,54,12,0
1193,68,13,21,48,13,0
1194,71,13,22,47,10,0
1195,74,12,19,49,9,0
1196,72,12,22,49,8,0
1197,71,13,21,51,6,0
1198,68,13,22,54,5,0
1199,72,13,17,55,4,0
1200,74,13,15,54,5,0
1201,76,11,15,52,6,0
1202,74,12,17,49,8,0
1203,74,13,15,49,9,0
1204,72,12,14,50,10,0
1205,72,12,14,53,7,0
1206,72,11,16,52,6,0
1207,70,10,17,53,4,0
1208,70,9,16,50,7,0
1209,68,9,18,49,7,0
1210,67,9,15,51,7,0
1211,63,8,16,52,8,0
1212,65,8,19,49,6,0
1213,65,8,15,52,6,0
1214,66,10,17,51,2,0
1215,66,11,16,50,2,0
1216,68,12,16,45,3,0
1217,68,11,15,47,2,0
1218,70,10,12,48,2,0
1219,68,10,13,47,4,0
1220,71,10,12,44,4,0
1221,70,8,11,46,6,0
1222,69,9,10,44,8,0
1223,67,9,10,44,9,0
1224,66,10,12,42,9,0
1225,67,11,10,41,9,0
1226,63,11,11,41,12,0
1227,61,12,11,43,11,0
1228,60,13,14,41,10,0
1229,59,16,11,40,11,0
1230,59,16,13,39,9,0
1231,61,15,12,41,6,0
1232,63,15,12,39,6,0
1233,61,15,13,38,6,0
1234,62,17,10,39,5,0
1235,61,18,10,38,6,0
1236,60,18,9,39,6,0
1237,57,19,11,40,5,0
1238,56,18,10,42,4,0
1239,57,20,7,40,5,0
1240,56,20,8,40,4,0
1241,57,20,12,37,2,0
1242,54,21,10,33,5,0
1243,51,21,10,35,6,0
1244,50,21,10,36,6,0
1245,48,20,11,36,7,0
1246,47,20,10,37,6,0
1247,48,19,11,35,7,0
1248,49,20,9,35,5,0
1249,49,19,9,35,6,0
1250,48,19,8,34,7,0
1251,43,21,7,35,9,0
1252,42,22,8,34,8,0
1253,39,20,9,32,11,0
1254,40,20,9,33,8,0
1255,40,20,9,34,7,0
1256,39,19,11,31,10,0
1257,41,18,10,33,7,0
1258,43,17,11,31,6,0
1259,42,18,7,34,7,0
1260,44,17,6,35,5,0
1261,44,19,5,36,3,0
1262,44,17,7,36,2,0
1263,43,19,8,33,3,0
1264,41,19,8,33,3,0
1265,42,19,8,33,2,0
1266,43,19,8,31,3,0
1267,45,18,7,29,3,0
1268,43,17,7,30,4,0
1269,42,17,6,31,4,0
1270,41,19,7,30,3,0
1271,41,19,7,27,5,0
1272,40,19,5,28,6,0
1273,40,19,6,27,6,0
1274,38,19,6,28,7,0
1275,41,18,7,27,5,0
1276,41,19,6,26,6,0
1277,41,18,7,27,4,0
1278,41,19,6,26,4,0
1279,39,17,7,28,4,0
1280,40,16,5,28,5,0
1281,39,17,9,25,4,0
1282,40,17,7,26,4,0
1283,41,17,7,26,3,0
1284,39,16,11,25,2,0
1285,42,16,10,24,1,0
1286,43,16,10,23,0,0
1287,44,16,9,22,0,0
1288,45,17,9,20,0,0
1289,43,17,8,21,1,0
1290,43,17,9,19,1,0
1291,43,15,9,20,1,0
1292,45,15,8,20,0,0
1293,44,17,8,19,0,0
1294,46,17,8,17,0,0
1295,45,16,10,15,0,0
1296,44,17,9,15,0,0
1297,43,17,9,15,1,0
1298,41,17,11,14,2,0
1299,38,17,9,14,3,0
1300,38,17,10,14,2,0
1301,39,18,9,12,2,0
1302,39,17,10,12,2,0
1303,41,15,7,14,3,0
1304,42,14,8,14,2,0
1305,40,14,7,14,3,0
1306,40,14,9,12,3,0
1307,40,14,8,14,2,0
1308,41,13,8,13,3,0
1309,42,13,4,14,3,0
1310,42,13,5,14,2,0
1311,41,13,2,17,3,0
1312,38,13,5,15,3,0
1313,37,13,5,14,3,0
1314,34,10,5,16,5,0
1315,34,10,4,16,5,0
1316,35,9,4,16,5,0
1317,36,8,4,16,3,0
1318,36,8,5,15,3,0
1319,35,8,8,14,1,0
1320,36,8,7,13,1,0
1321,36,8,5,14,2,0
1322,35,7,4,15,2,0
1323,36,6,5,12,3,0
1324,36,6,4,11,5,0
1325,36,7,3,11,5,0
1326,37,7,3,10,5,0
1327,37,7,3,10,5,0
1328,37,7,3,11,2,0
1329,34,6,4,11,2,0
1330,33,6,3,13,2,0
1331,33,6,4,11,2,0
1332,35,5,2,12,2,0
1333,35,5,3,10,2,0
1334,36,5,2,11,1,0
1335,35,5,2,12,1,0
1336,32,4,3,12,2,0
1337,33,4,4,11,1,0
1338,32,4,3,12,1,0
1339,31,5,3,11,2,0
1340,31,5,4,10,2,0
1341,29,4,4,11,4,0
1342,26,4,4,12,5,0
1343,25,3,4,13,5,0
1344,26,3,4,13,4,0
1345,27,3,5,10,4,0
1346,25,4,5,10,5,0
1347,25,5,5,11,3,0
1348,26,5,6,9,3,0
1349,26,6,5,9,3,0
1350,26,6,6,8,3,0
1351,26,6,5,9,2,0
1352,27,6,5,9,1,0
1353,25,6,6,9,1,0
1354,25,6,6,9,1,0
1355,25,6,6,9,1,0
1356,24,6,4,11,1,0
1357,22,7,4,9,2,0
1358,21,7,5,9,1,0
1359,22,6,4,9,1,0
1360,21,6,4,11,0,0
1361,20,6,4,11,1,0
1362,19,6,5,10,1,0
1363,18,6,5,8,2,0
1364,18,6,4,9,1,0
1365,18,7,3,8,1,0
1366,17,7,2,8,1,0
1367,17,7,2,7,1,0
1368,16,7,2,6,2,0
1369,13,6,2,6,4,0
1370,13,6,3,6,3,0
1371,13,6,2,7,3,0
1372,13,6,2,7,3,0
1373,13,5,3,7,3,0
1374,13,5,3,8,2,0
1375,15,5,4,7,0,0
1376,15,5,1,6,1,0
1377,15,4,2,6,1,0
1378,14,4,3,4,1,0
1379,12,4,3,4,2,0
1380,12,4,2,5,2,0
1381,14,3,2,5,1,0
1382,13,3,2,5,1,0
1383,13,3,3,4,1,0
1384,12,3,3,4,1,0
1385,12,3,3,4,1,0
1386,11,3,2,4,1,0
1387,13,3,1,4,0,0
1388,14,3,1,3,0,0
1389,13,3,1,4,0,0
1390,12,3,1,3,0,0
1391,12,3,1,3,0,0
1392,10,3,2,3,1,0
1393,10,3,2,3,1,0
1394,8,3,2,3,1,0
1395,8,2,3,3,1,0
1396,7,1,2,3,3,0
1397,8,1,1,3,3,0
1398,9,1,1,3,2,0
1399,9,1,1,3,2,0
1400,8,1,1,3,2,0
1401,7,0,1,3,4,0
1402,6,0,1,4,3,0
1403,4,0,2,4,3,0
1404,4,0,2,5,2,0
1405,4,0,3,4,2,0
1406,3,0,3,4,2,0
1407,3,0,3,5,1,0
1408,5,0,2,4,0,0
1409,5,0,2,4,0,0
1410,5,0,2,4,0,0
1411,4,0,2,4,0,0
1412,4,0,1,4,0,0
1413,4,0,1,4,0,0
1414,4,0,1,3,0,0
1415,4,0,1,3,0,0
1416,4,0,1,3,0,0
1417,3,0,1,3,1,0
1418,3,0,1,3,1,0
1419,2,0,2,3,1,0
1420,3,0,3,2,0,0
1421,3,0,3,2,0,0
1422,3,0,3,2,0,0
1423,3,0,3,2,0,0
1424,3,0,3,2,0,0
1425,3,0,3,2,0,0
1426,3,0,3,2,0,0
1427,3,0,3,2,0,0
1428,3,0,3,2,0,0
1429,3,0,3,2,0,0
1430,3,0,3,2,0,0
1431,3,0,3,2,0,0
1432,3,0,3,2,0,0
1433,3,0,3,2,0,0
1434,3,0,3,2,0,0
1435,3,0,3,2,0,0
1436,3,0,3,2,0,0
1437,4,0,2,2,0,0
1438,4,0,2,2,0,0
1439,4,0,2,1,1,0
1440,4,0,2,1,1,0
1441,4,0,2,1,1,0
